01000,Kampung Masjid (Kangar),Kangar,Perlis
01000,Kampung Mengkuang Layar,Kangar,Perlis
01000,Kampung Nissam,Kangar,Perlis
01000,Kampung Nyak Adam,Kangar,Perlis
01000,Kampung Padang Behor,Kangar,Perlis
01000,Kampung Padang Jawa Seriab,Kangar,Perlis
01000,Kampung Padang Katong,Kangar,Perlis
01000,Kampung Padang Kedepiang,Kangar,Perlis
01000,Kampung Padang Machang,Kangar,Perlis
01000,Kampung Padang Nyaring,Kangar,Perlis
01000,Kampung Padang Pauh,Kangar,Perlis
01000,Kampung Padang Petani,Kangar,Perlis
01000,Kampung Padang Seberang,Kangar,Perlis
01000,Kampung Panggau,Kangar,Perlis
01000,Kampung Parit Jari,Kangar,Perlis
01000,Kampung Penghulu Bakar,Kangar,Perlis
01000,Kampung Pengkalan Asam,Kangar,Perlis
01000,Kampung Peseri,Kangar,Perlis
01000,Kampung Petai Hilir,Kangar,Perlis
01000,Kampung Petai,Kangar,Perlis
01000,Kampung Pokok Jawi,Kangar,Perlis
01000,Kampung Pondok,Kangar,Perlis
01000,Kampung Pulau,Kangar,Perlis
01000,Kampung Repoh Dagang,Kangar,Perlis
01000,Kampung Repoh,Kangar,Perlis
01000,Kampung Salang,Kangar,Perlis
01000,Kampung Santan Aur,Kangar,Perlis
01000,Kampung Santan Belat,Kangar,Perlis
01000,Kampung Santan Enam,Kangar,Perlis
01000,Kampung Santan Masjid,Kangar,Perlis
01000,Kampung Santan,Kangar,Perlis
01000,Kampung Sempering,Kangar,Perlis
01000,Kampung Sena Sematang,Kangar,Perlis
01000,Kampung Sena,Kangar,Perlis
01000,Kampung Sentang,Kangar,Perlis
01000,Kampung Sentua,Kangar,Perlis
01000,Kampung Seriab,Kangar,Perlis
01000,Kampung Sungai Bakong,Kangar,Perlis
01000,Kampung Sungai Baru,Kangar,Perlis
01000,Kampung Sungai Santan,Kangar,Perlis
01000,Kampung Sungai Siran,Kangar,Perlis
01000,Kampung Surau,Kangar,Perlis
01000,Kampung Syed Umar,Kangar,Perlis
01000,Kampung Tanjung Buluh,Kangar,Perlis
01000,Kampung Tanjung Gorah,Kangar,Perlis
01000,Kampung Tanjung Sila,Kangar,Perlis
01000,Kampung Tanjung,Kangar,Perlis
01000,Kampung Tebing Tinggi,Kangar,Perlis
01000,Kampung Telaga Idi,Kangar,Perlis
01000,Kampung Telaga Nyiur Manis,Kangar,Perlis
01000,Kampung Telok Epa,Kangar,Perlis
01000,Kampung Telok Gelam,Kangar,Perlis
01000,Kampung Telok Jambu,Kangar,Perlis
01000,Kampung Telok Kacang,Kangar,Perlis
01000,Kampung Telok Tui,Kangar,Perlis
01000,Kampung Temak,Kangar,Perlis
01000,Kampung Tengah Abi,Kangar,Perlis
01000,Kampung Titi Teras,Kangar,Perlis
01000,Kampung Titi Tok Bandar,Kangar,Perlis
01000,Kampung Tok Dewa,Kangar,Perlis
01000,Kampung Tok Gong,Kangar,Perlis
01000,Kampung Tok Jawa,Kangar,Perlis
01000,Kampung Tok Jepun,Kangar,Perlis
01000,Kampung Tok Kandang,Kangar,Perlis
01000,Kampung Tok Kembong,Kangar,Perlis
01000,Kampung Tok Larak,Kangar,Perlis
01000,Kampung Tok Peduka,Kangar,Perlis
01000,Kampung Tok Pong,Kangar,Perlis
01000,Kampung Tok Sumbing,Kangar,Perlis
01000,Kampung Ujung Bukit,Kangar,Perlis
01000,Kampung Utan Aji,Kangar,Perlis
01000,Kampung Utan Temak,Kangar,Perlis
01000,Kampung Wang Belimbing,Kangar,Perlis
01000,Kampung Wang Besar,Kangar,Perlis
01000,Kampung Wang Ulu,Kangar,Perlis
01000,Kangar,Kangar,Perlis
01000,Kubang Arang,Kangar,Perlis
01000,Lorong Haji Seman,Kangar,Perlis
01000,Lorong Kampung Sena,Kangar,Perlis
01000,Lorong Nisam,Kangar,Perlis
01000,Lorong Sekolah,Kangar,Perlis
01000,Lukuk Gajah,Kangar,Perlis
01000,Mengkuang Layar,Kangar,Perlis
01000,Padang Bohor,Kangar,Perlis
01000,Pengkalan Asam,Kangar,Perlis
01000,Perumahan Awam Bohor Lateh,Kangar,Perlis
01000,Perumahan Awam Santan,Kangar,Perlis
01000,Repoh,Kangar,Perlis
01000,Sena Rendang,Kangar,Perlis
01000,Taman Abu Bakar Munir,Kangar,Perlis
01000,Taman Aman,Kangar,Perlis
01000,Taman Bakau Emas,Kangar,Perlis
01000,Taman Behor Indah,Kangar,Perlis
01000,Taman Bintong Maju,Kangar,Perlis
01000,Taman Bintong Setia,Kangar,Perlis
01000,Taman Bintong Utama,Kangar,Perlis
01000,Taman Bukit Kaya,Kangar,Perlis
01000,Taman Bukit Kayangan,Kangar,Perlis
01000,Taman Bumita,Kangar,Perlis
01000,Taman Bunga Kemboja RPA,Kangar,Perlis
01000,Taman Bunga Raya,Kangar,Perlis
01000,Taman Cahaya,Kangar,Perlis
01000,Taman Cergas,Kangar,Perlis
01000,Taman Ceria,Kangar,Perlis
01000,Taman Choo Kee,Kangar,Perlis
01000,Taman Datuk Jaafar Hassan,Kangar,Perlis
01000,Taman Datuk Setia,Kangar,Perlis
01000,Taman Datuk Wan Ahmad,Kangar,Perlis
01000,Taman Desa Bintong,Kangar,Perlis
01000,Taman Desa Jarak,Kangar,Perlis
01000,Taman Desa Katong,Kangar,Perlis
01000,Taman Desa Kayangan,Kangar,Perlis
01000,Taman Desa Pulai,Kangar,Perlis
01000,Taman Desa Putra,Kangar,Perlis
01000,Taman Desa Sentua,Kangar,Perlis
01000,Taman Fauziah,Kangar,Perlis
01000,Taman Firdaus,Kangar,Perlis
01000,Taman Gasing,Kangar,Perlis
01000,Taman Gembira,Kangar,Perlis
01000,Taman Guru Jaya,Kangar,Perlis
01000,Taman Guru,Kangar,Perlis
01000,Taman Hijrah,Kangar,Perlis
01000,Taman Idaman,Kangar,Perlis
01000,Taman Indera,Kangar,Perlis
01000,Taman Intan,Kangar,Perlis
01000,Taman Ira,Kangar,Perlis
01000,Taman Jali,Kangar,Perlis
01000,Taman Jarak,Kangar,Perlis
01000,Taman Jawi Matang,Kangar,Perlis
01000,Taman Jaya Diri,Kangar,Perlis
01000,Taman Jaya,Kangar,Perlis
01000,Taman Jejawi,Kangar,Perlis
01000,Taman Jelati,Kangar,Perlis
01000,Taman Kangar,Kangar,Perlis
01000,Taman Kastam,Kangar,Perlis
01000,Taman Kayangan Indah,Kangar,Perlis
01000,Taman Kechor Indah,Kangar,Perlis
01000,Taman Kechor Jaya,Kangar,Perlis
01000,Taman Kecor Indah,Kangar,Perlis
01000,Taman Kemajuan,Kangar,Perlis
01000,Taman Kenanga,Kangar,Perlis
01000,Taman Koperasi,Kangar,Perlis
01000,Taman Lewata,Kangar,Perlis
01000,Taman Lima Naleh,Kangar,Perlis
01000,Taman Mada Sepakat,Kangar,Perlis
01000,Taman Mas Muda,Kangar,Perlis
01000,Taman Mas Putra,Kangar,Perlis
01000,Taman Mas Ria,Kangar,Perlis
01000,Taman Medan Sepakat,Kangar,Perlis
01000,Taman Merpati,Kangar,Perlis
01000,Taman Mesra Jejawi,Kangar,Perlis
01000,Taman Mesra,Kangar,Perlis
01000,Taman Mewah,Kangar,Perlis
01000,Taman Muda Sepakat,Kangar,Perlis
01000,Taman Murni,Kangar,Perlis
01000,Taman Mutiara,Kangar,Perlis
01000,Taman Norma,Kangar,Perlis
01000,Taman Peduka,Kangar,Perlis
01000,Taman Pekeliling,Kangar,Perlis
01000,Taman Pengkalan Assam,Kangar,Perlis
01000,Taman Pengkalan Indah,Kangar,Perlis
01000,Taman Perlis,Kangar,Perlis
01000,Taman Permai,Kangar,Perlis
01000,Taman Pertama,Kangar,Perlis
01000,Taman Pertiwi Indah,Kangar,Perlis
01000,Taman Pertiwi Seriab,Kangar,Perlis
01000,Taman Putera,Kangar,Perlis
01000,Taman Putra Putri,Kangar,Perlis
01000,Taman Rasa Sayang,Kangar,Perlis
01000,Taman Repoh Indah,Kangar,Perlis
01000,Taman Repoh Jaya,Kangar,Perlis
01000,Taman Repoh,Kangar,Perlis
01000,Taman Sena Indah,Kangar,Perlis
01000,Taman Sena Permai,Kangar,Perlis
01000,Taman Sena,Kangar,Perlis
01000,Taman Sentua,Kangar,Perlis
01000,Taman Sepadu 1,Kangar,Perlis
01000,Taman Sepadu,Kangar,Perlis
01000,Taman Seri Bahagia,Kangar,Perlis
01000,Taman Seri Embun,Kangar,Perlis
01000,Taman Seri Idaman,Kangar,Perlis
01000,Taman Seri Intan,Kangar,Perlis
01000,Taman Seri Manis,Kangar,Perlis
01000,Taman Seri Medan,Kangar,Perlis
01000,Taman Seri Murni,Kangar,Perlis
01000,Taman Seri Pilihan,Kangar,Perlis
01000,Taman Seri Puchong,Kangar,Perlis
01000,Taman Seri Pulai 4,Kangar,Perlis
01000,Taman Seri Tanjung,Kangar,Perlis
01000,Taman Seriab,Kangar,Perlis
01000,Taman Setia Utama,Kangar,Perlis
01000,Taman Simpang Tiga,Kangar,Perlis
01000,Taman Sri Guar Syed Alwi,Kangar,Perlis
01000,Taman Suriani,Kangar,Perlis
01000,Taman Syed Alwi,Kangar,Perlis
01000,Taman Ten,Kangar,Perlis
01000,Taman Teratai,Kangar,Perlis
01000,Taman Tok Peduka,Kangar,Perlis
01000,Taman Utama Indah,Kangar,Perlis
01000,Taman Utama,Kangar,Perlis
01000,Taman Utara,Kangar,Perlis
01000,Taman Wira,Kangar,Perlis
01000,Titi Chai,Kangar,Perlis
01000,Titi Midin,Kangar,Perlis
01000,Tok Peduka,Kangar,Perlis
01000,Ujung Batu,Kangar,Perlis
01007,Peti Surat,Kangar,Perlis
01009,Beg Berkunci,Kangar,Perlis
01500,DYMM Tuanku Raja Perlis,Kangar,Perlis
01502,YAB Menteri Besar Perlis,Kangar,Perlis
01503,Setiausaha Kerajaan Negeri,Kangar,Perlis
01504,Biro Bantuan Guaman,Kangar,Perlis
01505,Biro Pengaduan Awam,Kangar,Perlis
01506,Mahkamah Sesyen,Kangar,Perlis
01506,Mahkamah Tinggi,Kangar,Perlis
01508,Amanah Raya Berhad,Kangar,Perlis
01512,Penasihat Undang-Undang Negeri,Kangar,Perlis
01514,Jabatan Perangkaan,Kangar,Perlis
01516,Jabatan Pemegang Harta,Kangar,Perlis
01517,Jabatan Perpaduan Negara,Kangar,Perlis
01518,Jabatan Audit Negeri,Kangar,Perlis
01524,Setiausaha Keselamatan Negeri,Kangar,Perlis
01529,Unit Penyelidikan Sosio Ekonomi,Kangar,Perlis
01532,Jabatan Sumber Manusia,Kangar,Perlis
01538,Jabatan Keselamatan Sosial (Perkeso),Kangar,Perlis
01540,Jabatan Tenaga Rakyat,Kangar,Perlis
01546,Pejabat Rela Negeri,Kangar,Perlis
01546,Unit Pencegah Penyeludupan,Kangar,Perlis
01550,Jabatan Imigresen,Kangar,Perlis
01551,Jabatan Pendaftaran Negara,Kangar,Perlis
01556,Jabatan Pertahanan Awam,Kangar,Perlis
01560,Ketua Polis Negeri,Kangar,Perlis
01564,Jabatan Kebajikan Masyarakat,Kangar,Perlis
01570,Jabatan Belia & Sukan,Kangar,Perlis
01572,Perpustakaan Awam Negeri,Kangar,Perlis
01576,Jabatan Tanah & Galian,Kangar,Perlis
01578,Jabatan Ukur & Pemetaan,Kangar,Perlis
01582,Jabatan Kerja Raya,Kangar,Perlis
01586,Hospital Kangar,Kangar,Perlis
01590,Jabatan Kesihatan,Kangar,Perlis
01592,Pegawai Kewangan Negeri,Kangar,Perlis
01594,Akauntan Negeri,Kangar,Perlis
01596,Jabatan Kastam & Eksais Di Raja,Kangar,Perlis
01598,Kumpulan Wang Simpanan Pekerja,Kangar,Perlis
01600,Lembaga Hasil Dalam Negeri,Kangar,Perlis
01604,Jabatan Pendidikan,Kangar,Perlis
01606,Jabatan Kemajuan Masyarakat (Kemas),Kangar,Perlis
01608,Jabatan Pembangunan Koperasi,Kangar,Perlis
01609,Pejabat Mara Negeri,Kangar,Perlis
01610,Bahagian Perlesenan - Kementerian Penerangan,Kangar,Perlis
01612,Jabatan Penerangan,Kangar,Perlis
01614,Jabatan Penyiaran,Kangar,Perlis
01620,Jabatan Pengangkutan Jalan,Kangar,Perlis
01622,Unit Penguatkuasa Kem. Perdagangan & Perindustrian,Kangar,Perlis
01626,Jabatan Pengairan & Saliran,Kangar,Perlis
01628,Jabatan Perikanan,Kangar,Perlis
01630,Jabatan Haiwan,Kangar,Perlis
01632,Jabatan Pertanian,Kangar,Perlis
01634,Panglima Markas 12 Briged,Kangar,Perlis
01644,Majlis Perbandaran Kangar,Kangar,Perlis
01646,Jabatan Perancang Bandar & Desa,Kangar,Perlis
01648,Jabatan Bomba & Penyelamat,Kangar,Perlis
01660,Jabatan Perhutanan,Kangar,Perlis
01664,Jabatan Perhilitan,Kangar,Perlis
01670,Pos Malaysia Berhad,Kangar,Perlis
01672,Telekom Malaysia Berhad,Kangar,Perlis
01673,Tenaga Nasional Berhad,Kangar,Perlis
01674,Pegawai Kemajuan Negeri,Kangar,Perlis
01676,Jabatan Agama Islam Perlis,Kangar,Perlis
01680,Dewan Undangan Negeri,Kangar,Perlis
01694,Jabatan Kebudayaan & Kesenian,Kangar,Perlis
02000,Al Marhom Kayang,Kuala Perlis,Perlis
02000,Bohor Lateh,Kuala Perlis,Perlis
02000,Bohor Mali,Kuala Perlis,Perlis
02000,Bukit Puteh,Kuala Perlis,Perlis
02000,Bukit Tok Po,Kuala Perlis,Perlis
02000,Jalan Besar,Kuala Perlis,Perlis
02000,Jalan Lama Kuala Perlis (Batu 4),Kuala Perlis,Perlis
02000,Jalan Masjid,Kuala Perlis,Perlis
02000,Jalan Miri,Kuala Perlis,Perlis
02000,Jalan Panggong,Kuala Perlis,Perlis
02000,Jalan Serawak,Kuala Perlis,Perlis
02000,Jalan Siakap,Kuala Perlis,Perlis
02000,Jalan Simpang Empat (Batu 3 3/4 - 4 1/2),Kuala Perlis,Perlis
02000,Kampung Bahagia,Kuala Perlis,Perlis
02000,Kampung Bangsal Lebah,Kuala Perlis,Perlis
02000,Kampung Baru (Jalan Sarawak),Kuala Perlis,Perlis
02000,Kampung Baru Jeti,Kuala Perlis,Perlis
02000,Kampung Baru Tandiap,Kuala Perlis,Perlis
02000,Kampung Baru Tok Kuning,Kuala Perlis,Perlis
02000,Kampung Batu Buaya,Kuala Perlis,Perlis
02000,Kampung Batu Lima,Kuala Perlis,Perlis
02000,Kampung Behor Lateh,Kuala Perlis,Perlis
02000,Kampung Belakang Kilang,Kuala Perlis,Perlis
02000,Kampung Besar,Kuala Perlis,Perlis
02000,Kampung Bohor Ibus,Kuala Perlis,Perlis
02000,Kampung Bohor Lateh,Kuala Perlis,Perlis
02000,Kampung Bohor Mesjid,Kuala Perlis,Perlis
02000,Kampung Bohor Rotan Pahit,Kuala Perlis,Perlis
02000,Kampung Bohor Tui,Kuala Perlis,Perlis
02000,Kampung Bukit Papan,Kuala Perlis,Perlis
02000,Kampung Hujung Tanjung,Kuala Perlis,Perlis
02000,Kampung Kolam Raja,Kuala Perlis,Perlis
02000,Kampung Kota Kayang,Kuala Perlis,Perlis
02000,Kampung Kuala,Kuala Perlis,Perlis
02000,Kampung Kurung Tengar,Kuala Perlis,Perlis
02000,Kampung Langgar,Kuala Perlis,Perlis
02000,Kampung Nelayan,Kuala Perlis,Perlis
02000,Kampung Padang Besar Selatan,Kuala Perlis,Perlis
02000,Kampung Padang Cina,Kuala Perlis,Perlis
02000,Kampung Padang Jamil,Kuala Perlis,Perlis
02000,Kampung Pak Lengah,Kuala Perlis,Perlis
02000,Kampung Peladang,Kuala Perlis,Perlis
02000,Kampung Perak,Kuala Perlis,Perlis
02000,Kampung Pokok Asam,Kuala Perlis,Perlis
02000,Kampung Puju,Kuala Perlis,Perlis
02000,Kampung Pulau Ketam,Kuala Perlis,Perlis
02000,Kampung Pulau,Kuala Perlis,Perlis
02000,Kampung Seberang Alor,Kuala Perlis,Perlis
02000,Kampung Seberang Jaya,Kuala Perlis,Perlis
02000,Kampung Seberang Tok PI,Kuala Perlis,Perlis
02000,Kampung Sungai Mati,Kuala Perlis,Perlis
02000,Kampung Tandiap,Kuala Perlis,Perlis
02000,Kampung Tanjung Gelam,Kuala Perlis,Perlis
02000,Kampung Telok,Kuala Perlis,Perlis
02000,Kampung Tengah Bohor Lateh,Kuala Perlis,Perlis
02000,Kampung Tengah,Kuala Perlis,Perlis
02000,Kampung Terus Teritip,Kuala Perlis,Perlis
02000,Kampung Titi Serong,Kuala Perlis,Perlis
02000,Kampung Tok Kaya,Kuala Perlis,Perlis
02000,Kampung Tok Kuning,Kuala Perlis,Perlis
02000,Kampung Utan Ibus,Kuala Perlis,Perlis
02000,Kampung Wai,Kuala Perlis,Perlis
02000,Kampung Wang Pinang,Kuala Perlis,Perlis
02000,Kawasan Perindustrian Kuala Perlis,Kuala Perlis,Perlis
02000,Kuala Perlis,Kuala Perlis,Perlis
02000,Persiaran Putra Timur 1,Kuala Perlis,Perlis
02000,PPRT Tok Kuning,Kuala Perlis,Perlis
02000,Rancangan Perumahan Awam 2 KPS,Kuala Perlis,Perlis
02000,Sungai Berembang,Kuala Perlis,Perlis
02000,Sungai Manor,Kuala Perlis,Perlis
02000,Sungai Siput,Kuala Perlis,Perlis
02000,Taman Berlian,Kuala Perlis,Perlis
02000,Taman Bukit Kubu,Kuala Perlis,Perlis
02000,Taman Indera Indah,Kuala Perlis,Perlis
02000,Taman Kuala Perlis,Kuala Perlis,Perlis
02000,Taman Peladang Jaya,Kuala Perlis,Perlis
02000,Taman Semarak,Kuala Perlis,Perlis
02000,Taman Sentosa,Kuala Perlis,Perlis
02000,Taman Seri Bayu,Kuala Perlis,Perlis
02000,Taman Seri Semarak,Kuala Perlis,Perlis
02000,Taman Suria,Kuala Perlis,Perlis
02100,Aked Niaga,Padang Besar,Perlis
02100,Bukit Cabang,Padang Besar,Perlis
02100,Emas Kerajang,Padang Besar,Perlis
02100,Felcra Lubuk Sireh,Padang Besar,Perlis
02100,Felda Mata Ayer,Padang Besar,Perlis
02100,Felda Rimba Mas,Padang Besar,Perlis
02100,Gapura Square,Padang Besar,Perlis
02100,Gapura Squre,Padang Besar,Perlis
02100,Jalan Padang Besar (19 KM),Padang Besar,Perlis
02100,Kampung Alor Dalam (Bukit Chabang),Padang Besar,Perlis
02100,Kampung Asmara,Padang Besar,Perlis
02100,Kampung Baru Bukit Chabang,Padang Besar,Perlis
02100,Kampung Baru Jalan Sahabat,Padang Besar,Perlis
02100,Kampung Baru,Padang Besar,Perlis
02100,Kampung Bukit Chabang,Padang Besar,Perlis
02100,Kampung Chantek,Padang Besar,Perlis
02100,Kampung Guar Tinggi (Titi Tinggi),Padang Besar,Perlis
02100,Kampung Kok Mak,Padang Besar,Perlis
02100,Kampung Kolam,Padang Besar,Perlis
02100,Kampung Masjid,Padang Besar,Perlis
02100,Kampung Melayu,Padang Besar,Perlis
02100,Kampung Padang Mawa,Padang Besar,Perlis
02100,Kampung Petani,Padang Besar,Perlis
02100,Kampung Sahabat,Padang Besar,Perlis
02100,Kampung Sena,Padang Besar,Perlis
02100,Kampung Sungai Chuchuh,Padang Besar,Perlis
02100,Kampung Syed Abdan,Padang Besar,Perlis
02100,Kampung Tersusun (Batu 20),Padang Besar,Perlis
02100,Kampung Titi Tinggi Hilir,Padang Besar,Perlis
02100,Kampung Titi Tinggi Ulu,Padang Besar,Perlis
02100,Kampung Titi Tinggi,Padang Besar,Perlis
02100,Kampung Tok Wan Nik,Padang Besar,Perlis
02100,Kem Askar Rimba Mab,Padang Besar,Perlis
02100,Kem UPP,Padang Besar,Perlis
02100,Klinik Kesihatan Jalan Keretapi,Padang Besar,Perlis
02100,Kompleks Imigresen,Padang Besar,Perlis
02100,Kuarantin Haiwan,Padang Besar,Perlis
02100,Padang Besar,Padang Besar,Perlis
02100,Pejabat Felda Rimba Mas FRM,Padang Besar,Perlis
02100,Pejabat Kastam,Padang Besar,Perlis
02100,Pusat Serenti Bukit Cabang,Padang Besar,Perlis
02100,Sekolah Menengah Padang Besar,Padang Besar,Perlis
02100,Taman Bunga Cempaka,Padang Besar,Perlis
02100,Taman Bunga Cina,Padang Besar,Perlis
02100,Taman Kastam Baru,Padang Besar,Perlis
02100,Taman Kim 2,Padang Besar,Perlis
02100,Taman Kim,Padang Besar,Perlis
02100,Taman Perumahan Awam,Padang Besar,Perlis
02100,Taman Singgah Sana,Padang Besar,Perlis
02100,Taman Utara Jaya (Fasa 1 - 3),Padang Besar,Perlis
02200,Jalan Padang Besar (Batu 16),Kaki Bukit,Perlis
02200,Kaki Bukit,Kaki Bukit,Perlis
02200,Kampung Tassoh,Kaki Bukit,Perlis
02200,Kampung Wang Kelian,Kaki Bukit,Perlis
02200,Taman Singgahsana,Kaki Bukit,Perlis
02400,Beseri Dalam,Kangar,Perlis
02400,Beseri,Kangar,Perlis
02400,Bilal Uduh,Kangar,Perlis
02400,Bohor Madi,Kangar,Perlis
02400,Bukit Keteri,Kangar,Perlis
02400,Empangan Timah Tassoh JPS,Kangar,Perlis
02400,Guar Panji,Kangar,Perlis
02400,Institut Kemahiran Mara,Kangar,Perlis
02400,Jabatan Pertanian Bukit Temiang,Kangar,Perlis
02400,Jalan Asam Paya,Kangar,Perlis
02400,Jalan Beseri - Bukit Keteri,Kangar,Perlis
02400,Jalan Kaki Bukit (Batu 4 3/4 - 6 1/4),Kangar,Perlis
02400,Jalan Padang Melangit,Kangar,Perlis
02400,Jalan Santan (Batu 3 3/4 - 5),Kangar,Perlis
02400,JKR Bekalan Air Tassoh,Kangar,Perlis
02400,Kampung Alor Kangar,Kangar,Perlis
02400,Kampung Alor Tampang,Kangar,Perlis
02400,Kampung Balai Baru,Kangar,Perlis
02400,Kampung Baru Ngulang,Kangar,Perlis
02400,Kampung Baru Pangas,Kangar,Perlis
02400,Kampung Batu Bertangkup,Kangar,Perlis
02400,Kampung Batu Hampar (Beseri),Kangar,Perlis
02400,Kampung Behor Kulit Kerang,Kangar,Perlis
02400,Kampung Behor Madi,Kangar,Perlis
02400,Kampung Belat Batu Beseri,Kangar,Perlis
02400,Kampung Belukar Lengga,Kangar,Perlis
02400,Kampung Beseri Dalam,Kangar,Perlis
02400,Kampung Beseri Jaya,Kangar,Perlis
02400,Kampung Bilal Uduh,Kangar,Perlis
02400,Kampung Bohor Luar,Kangar,Perlis
02400,Kampung Bongkok,Kangar,Perlis
02400,Kampung Bukit Jernih,Kangar,Perlis
02400,Kampung Bukit Kedak,Kangar,Perlis
02400,Kampung Bukit Manek Barat,Kangar,Perlis
02400,Kampung Bukit Merah Hilir,Kangar,Perlis
02400,Kampung Bukit Merah Hulu,Kangar,Perlis
02400,Kampung Bukit Merah,Kangar,Perlis
02400,Kampung Bukit Temiang,Kangar,Perlis
